               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,            0.022967,            0.034189,           0.0052191,              0.9741,             0.97644,             0.98008,             0.74775,            0.022749,            0.032864,           0.0031044,           0.0043372,           0.0043372,           0.0043372
                 145,            0.023041,            0.033117,           0.0051309,             0.97465,             0.98161,             0.98192,             0.75008,            0.022752,            0.032621,           0.0031775,           0.0042976,           0.0042976,           0.0042976
                 146,            0.022502,             0.03346,           0.0051531,             0.97352,             0.97955,             0.98123,             0.75116,             0.02249,            0.032536,           0.0030476,            0.004258,            0.004258,            0.004258
                 147,            0.022972,            0.033313,           0.0051125,             0.97069,             0.97994,             0.97877,             0.74723,            0.022543,            0.032234,           0.0031383,           0.0042184,           0.0042184,           0.0042184
                 148,            0.022501,            0.032899,           0.0049825,             0.97154,             0.97669,             0.98218,              0.7468,            0.022869,            0.033348,           0.0030707,           0.0041788,           0.0041788,           0.0041788
                 149,            0.022492,            0.033351,           0.0048536,             0.97562,              0.9746,             0.98143,             0.75009,            0.022849,            0.032988,           0.0030828,           0.0041392,           0.0041392,           0.0041392
                 150,            0.022615,            0.032692,           0.0050243,             0.97091,             0.98217,             0.98088,             0.73842,            0.022626,              0.0329,           0.0030823,           0.0040996,           0.0040996,           0.0040996
                 151,            0.022667,            0.032521,            0.004906,             0.96915,             0.98207,             0.98054,             0.74707,            0.022735,            0.033167,           0.0030621,             0.00406,             0.00406,             0.00406
                 152,            0.022531,            0.033274,           0.0051518,             0.97301,             0.97981,             0.98021,             0.74783,            0.022807,            0.033674,           0.0031256,           0.0040204,           0.0040204,           0.0040204
                 153,            0.022638,            0.033654,           0.0050091,             0.97059,             0.98076,             0.98076,             0.74608,            0.022524,            0.033504,            0.003042,           0.0039808,           0.0039808,           0.0039808
                 154,            0.022368,            0.032511,           0.0049914,             0.97652,             0.97802,             0.98126,             0.75549,            0.022429,            0.033081,           0.0031162,           0.0039412,           0.0039412,           0.0039412
                 155,            0.022506,            0.032733,           0.0050453,             0.97085,              0.9801,             0.98136,             0.75506,              0.0223,            0.033056,           0.0030687,           0.0039016,           0.0039016,           0.0039016
                 156,            0.022705,            0.032129,           0.0051033,             0.97298,              0.9719,             0.98159,             0.75103,            0.022567,            0.033195,           0.0030264,            0.003862,            0.003862,            0.003862
                 157,            0.022621,            0.033045,           0.0051904,             0.97061,             0.98481,             0.97886,             0.74825,            0.022648,            0.033113,            0.002969,           0.0038224,           0.0038224,           0.0038224
                 158,            0.022087,            0.032685,           0.0049578,             0.97453,             0.97514,              0.9817,             0.74684,            0.022689,            0.033403,           0.0030995,           0.0037828,           0.0037828,           0.0037828
                 159,             0.02233,            0.032295,           0.0049594,             0.97096,             0.97583,             0.98073,             0.74775,            0.022889,            0.033455,           0.0030652,           0.0037432,           0.0037432,           0.0037432
                 160,            0.022608,            0.034118,           0.0049816,             0.96867,             0.97676,             0.98223,             0.75018,             0.02288,             0.03371,           0.0030248,           0.0037036,           0.0037036,           0.0037036
                 161,            0.022323,            0.033331,           0.0049864,             0.97423,             0.97585,             0.98029,             0.74744,            0.022677,            0.032904,           0.0029709,            0.003664,            0.003664,            0.003664
                 162,            0.022444,            0.033013,           0.0050962,             0.97337,             0.97939,             0.98044,             0.74795,            0.022841,            0.033297,           0.0029462,           0.0036244,           0.0036244,           0.0036244
                 163,            0.022206,            0.032176,           0.0048975,             0.97528,             0.98132,             0.98065,             0.74582,            0.022662,            0.032589,           0.0029936,           0.0035848,           0.0035848,           0.0035848
                 164,            0.022355,            0.032616,           0.0050676,             0.97425,             0.97726,              0.9813,             0.75034,             0.02268,             0.03301,           0.0032444,           0.0035452,           0.0035452,           0.0035452
                 165,            0.022483,            0.032308,           0.0049357,             0.97611,             0.98073,             0.98229,             0.74978,            0.022546,            0.032776,           0.0031421,           0.0035056,           0.0035056,           0.0035056
                 166,            0.022293,            0.033254,           0.0049357,             0.97607,             0.97603,             0.98138,             0.75054,            0.022517,             0.03298,           0.0031018,            0.003466,            0.003466,            0.003466
                 167,            0.022291,            0.033065,           0.0051876,             0.97557,             0.97895,             0.98204,             0.75349,            0.022613,            0.033051,           0.0029824,           0.0034264,           0.0034264,           0.0034264
                 168,            0.021814,             0.03166,           0.0049251,             0.97657,             0.97868,             0.98308,             0.75157,            0.022755,            0.033627,           0.0030006,           0.0033868,           0.0033868,           0.0033868
                 169,            0.022131,            0.032391,            0.005011,             0.97455,             0.97976,             0.98255,             0.75394,            0.022752,            0.033596,           0.0031733,           0.0033472,           0.0033472,           0.0033472
                 170,            0.022373,            0.032567,           0.0051682,             0.97168,             0.97844,              0.9821,              0.7473,            0.022566,            0.033295,           0.0031219,           0.0033076,           0.0033076,           0.0033076
                 171,            0.021974,            0.032113,           0.0049734,             0.97283,             0.97509,             0.98087,             0.74452,            0.022799,            0.033619,           0.0030957,            0.003268,            0.003268,            0.003268
                 172,             0.02213,            0.032639,           0.0048535,             0.97236,             0.97888,               0.982,              0.7516,             0.02272,            0.033375,           0.0030782,           0.0032284,           0.0032284,           0.0032284
                 173,             0.02164,              0.0319,           0.0047183,             0.97633,             0.97578,              0.9819,             0.75139,            0.022522,            0.033352,           0.0030835,           0.0031888,           0.0031888,           0.0031888
                 174,            0.022079,            0.032932,           0.0050227,             0.97619,             0.97557,             0.98137,             0.75309,            0.022371,            0.033127,           0.0031469,           0.0031492,           0.0031492,           0.0031492
                 175,            0.022199,            0.032276,           0.0050405,             0.97098,             0.97779,             0.97892,             0.74955,            0.022551,            0.033545,           0.0029984,           0.0031096,           0.0031096,           0.0031096
                 176,            0.022095,            0.032384,           0.0048835,             0.97303,             0.97896,             0.98044,             0.75025,            0.022503,            0.033564,           0.0030031,             0.00307,             0.00307,             0.00307
                 177,            0.021975,            0.031262,           0.0048187,             0.97437,             0.97967,             0.98191,             0.74968,            0.022422,             0.03368,           0.0029644,           0.0030304,           0.0030304,           0.0030304
                 178,            0.021986,            0.032626,           0.0049128,             0.97268,             0.97672,             0.98234,             0.74892,            0.022686,            0.034296,           0.0029841,           0.0029908,           0.0029908,           0.0029908
                 179,            0.022029,            0.031421,             0.00516,             0.96974,              0.9784,             0.98035,             0.74787,            0.022625,            0.033489,           0.0029902,           0.0029512,           0.0029512,           0.0029512
                 180,            0.021888,            0.031991,           0.0048589,             0.97044,             0.97499,             0.97938,             0.74766,            0.022613,            0.033447,           0.0030699,           0.0029116,           0.0029116,           0.0029116
                 181,            0.022074,            0.032652,           0.0051378,             0.96952,             0.97848,             0.98158,             0.74958,            0.022497,            0.033937,           0.0030947,            0.002872,            0.002872,            0.002872
                 182,            0.021905,            0.032226,            0.004828,             0.97045,             0.97635,             0.98127,             0.74805,            0.022665,            0.033646,           0.0030342,           0.0028324,           0.0028324,           0.0028324
                 183,            0.021962,             0.03176,           0.0048134,             0.96859,             0.97566,             0.97997,             0.74528,            0.022744,             0.03389,           0.0030546,           0.0027928,           0.0027928,           0.0027928
                 184,            0.021653,            0.031615,           0.0050016,             0.97352,             0.97448,             0.98077,              0.7467,            0.022481,            0.033051,           0.0030129,           0.0027532,           0.0027532,           0.0027532
                 185,            0.022039,             0.03239,           0.0050526,             0.97219,             0.98042,             0.98097,             0.75445,            0.022354,            0.033087,           0.0029891,           0.0027136,           0.0027136,           0.0027136
                 186,            0.021331,            0.031336,            0.004688,             0.97069,             0.98038,             0.98108,             0.75359,            0.022429,             0.03347,           0.0030183,            0.002674,            0.002674,            0.002674
                 187,            0.021759,            0.030976,           0.0048253,             0.97379,             0.97958,             0.98132,             0.75122,            0.022581,            0.033657,            0.003024,           0.0026344,           0.0026344,           0.0026344
                 188,            0.021975,             0.03268,           0.0050749,             0.97497,             0.98045,             0.97994,             0.74943,            0.022623,            0.034002,            0.003022,           0.0025948,           0.0025948,           0.0025948
                 189,            0.021757,            0.031754,            0.004934,              0.9724,             0.97866,             0.98021,             0.74749,            0.022659,            0.033745,           0.0030622,           0.0025552,           0.0025552,           0.0025552
                 190,            0.021921,            0.031737,            0.004963,             0.97273,             0.97856,             0.98145,              0.7452,             0.02266,            0.033716,           0.0029918,           0.0025156,           0.0025156,           0.0025156
                 191,            0.021923,            0.031599,           0.0049474,             0.97271,             0.97634,             0.98155,             0.74651,             0.02271,             0.03351,           0.0030249,            0.002476,            0.002476,            0.002476
                 192,            0.021578,            0.031585,           0.0048622,             0.97286,             0.97337,             0.98201,             0.74493,            0.022855,             0.03376,           0.0031387,           0.0024364,           0.0024364,           0.0024364
                 193,             0.02175,            0.031213,           0.0048864,             0.97099,             0.97715,             0.98081,             0.74898,            0.022819,            0.033558,           0.0031035,           0.0023968,           0.0023968,           0.0023968
                 194,             0.02174,            0.031675,           0.0049855,             0.97067,             0.98051,             0.98136,             0.74827,            0.022456,            0.033443,           0.0030217,           0.0023572,           0.0023572,           0.0023572
                 195,            0.021649,            0.031836,            0.004838,             0.97578,             0.97408,             0.98205,             0.75419,            0.022628,            0.033802,           0.0030035,           0.0023176,           0.0023176,           0.0023176
                 196,            0.021495,            0.031481,           0.0046752,             0.96908,             0.97988,             0.97874,             0.75095,            0.022522,            0.033833,           0.0030947,            0.002278,            0.002278,            0.002278
                 197,            0.021597,            0.031545,           0.0048298,             0.96751,             0.97506,             0.98098,             0.75068,             0.02257,            0.033525,           0.0031432,           0.0022384,           0.0022384,           0.0022384
                 198,            0.021389,            0.031796,           0.0046682,             0.96688,             0.97883,              0.9802,             0.75024,            0.022557,            0.033569,           0.0031359,           0.0021988,           0.0021988,           0.0021988
                 199,            0.021707,            0.030542,           0.0048739,              0.9744,             0.97935,              0.9816,             0.75069,            0.022627,            0.033699,           0.0029972,           0.0021592,           0.0021592,           0.0021592
                 200,             0.02137,            0.030976,           0.0047598,             0.97713,             0.97737,              0.9805,              0.7536,            0.022624,            0.033356,           0.0030767,           0.0021196,           0.0021196,           0.0021196
                 201,            0.021405,            0.030826,           0.0047318,             0.97268,             0.97565,             0.98147,              0.7488,            0.022581,            0.033682,           0.0031443,             0.00208,             0.00208,             0.00208
                 202,            0.021198,            0.030809,           0.0047257,             0.97232,             0.97682,             0.98079,             0.75299,            0.022445,            0.033463,           0.0031269,           0.0020404,           0.0020404,           0.0020404
                 203,            0.021526,            0.031209,           0.0048894,              0.9759,             0.98304,              0.9806,             0.74848,            0.022415,            0.033674,            0.003098,           0.0020008,           0.0020008,           0.0020008
                 204,            0.021592,            0.031144,           0.0049182,             0.97469,             0.97941,             0.98035,             0.74887,            0.022405,            0.033583,           0.0030068,           0.0019612,           0.0019612,           0.0019612
                 205,            0.021374,            0.030744,           0.0047961,             0.97031,             0.97793,             0.97883,              0.7479,            0.022434,            0.033592,           0.0030886,           0.0019216,           0.0019216,           0.0019216
                 206,            0.021505,            0.030864,           0.0047628,             0.97013,             0.97844,              0.9785,             0.74942,             0.02236,            0.033546,           0.0030551,            0.001882,            0.001882,            0.001882
                 207,            0.021343,            0.032173,           0.0047938,             0.97376,             0.97985,             0.97915,             0.75065,            0.022314,            0.033167,           0.0029936,           0.0018424,           0.0018424,           0.0018424
                 208,            0.021207,            0.030832,           0.0047251,             0.97147,             0.97687,             0.97974,             0.74956,            0.022396,            0.033356,           0.0030282,           0.0018028,           0.0018028,           0.0018028
                 209,            0.021199,            0.031064,           0.0046527,             0.97497,             0.97957,             0.97987,              0.7497,            0.022376,            0.033432,            0.002989,           0.0017632,           0.0017632,           0.0017632
                 210,            0.021216,            0.031255,           0.0047093,             0.97256,             0.97922,             0.97882,             0.75086,            0.022341,            0.033218,           0.0029664,           0.0017236,           0.0017236,           0.0017236
                 211,            0.021081,            0.030492,           0.0046827,             0.97185,             0.97917,             0.97994,             0.75028,            0.022598,            0.033646,           0.0029603,            0.001684,            0.001684,            0.001684
                 212,             0.02145,            0.031663,           0.0048879,             0.97032,             0.97687,             0.97825,             0.75013,            0.022385,            0.033432,           0.0029634,           0.0016444,           0.0016444,           0.0016444
                 213,            0.020972,            0.031216,           0.0046927,             0.96708,             0.97391,             0.97946,             0.74893,            0.022586,            0.034014,            0.002977,           0.0016048,           0.0016048,           0.0016048
                 214,            0.021294,            0.030283,           0.0048705,             0.97035,             0.97473,             0.97924,             0.74927,            0.022498,            0.033804,           0.0030189,           0.0015652,           0.0015652,           0.0015652
                 215,            0.021206,            0.030537,           0.0047997,             0.96991,              0.9771,              0.9803,             0.75181,            0.022307,             0.03373,           0.0030747,           0.0015256,           0.0015256,           0.0015256
                 216,            0.021115,            0.030622,           0.0047238,             0.96872,             0.98159,             0.98047,              0.7521,             0.02246,            0.033909,           0.0031075,            0.001486,            0.001486,            0.001486
                 217,            0.021302,            0.030745,           0.0047264,             0.96811,             0.97933,             0.98124,             0.74794,             0.02248,            0.033936,           0.0030707,           0.0014464,           0.0014464,           0.0014464
                 218,            0.021332,            0.031167,            0.004774,             0.97081,             0.98187,              0.9815,             0.75239,             0.02255,            0.033686,           0.0030464,           0.0014068,           0.0014068,           0.0014068
                 219,            0.021391,            0.031522,           0.0047234,             0.97588,             0.97584,             0.98175,             0.75448,            0.022496,            0.033566,           0.0030071,           0.0013672,           0.0013672,           0.0013672
                 220,            0.020946,            0.030279,           0.0046312,             0.97044,               0.977,             0.98047,             0.75149,            0.022473,            0.033772,           0.0030281,           0.0013276,           0.0013276,           0.0013276
                 221,            0.021031,            0.030285,           0.0045748,             0.96971,              0.9797,                0.98,             0.75043,            0.022455,            0.033911,           0.0030051,            0.001288,            0.001288,            0.001288
                 222,            0.021062,            0.031089,            0.004839,             0.96774,             0.98016,             0.97946,             0.74817,            0.022316,            0.033707,           0.0030501,           0.0012484,           0.0012484,           0.0012484
                 223,            0.020769,            0.031635,           0.0045124,             0.96784,             0.97704,             0.97867,             0.74787,            0.022278,            0.033676,           0.0030631,           0.0012088,           0.0012088,           0.0012088
                 224,            0.021146,            0.030705,           0.0048144,             0.97003,             0.97981,             0.97967,             0.75201,            0.022337,            0.033512,           0.0029826,           0.0011692,           0.0011692,           0.0011692
                 225,            0.021271,            0.030446,           0.0048074,             0.97199,              0.9795,              0.9803,             0.75546,            0.022355,            0.033661,           0.0029395,           0.0011296,           0.0011296,           0.0011296
                 226,            0.020547,            0.030627,           0.0046316,             0.96913,             0.97981,             0.97995,             0.75131,            0.022471,            0.034088,           0.0030556,             0.00109,             0.00109,             0.00109
                 227,            0.021091,            0.030548,           0.0047926,             0.97113,             0.97953,              0.9796,             0.75254,            0.022448,            0.033815,           0.0031147,           0.0010504,           0.0010504,           0.0010504
                 228,             0.02095,            0.029628,           0.0046892,             0.96975,              0.9769,             0.97811,             0.74989,            0.022465,            0.033716,           0.0031089,           0.0010108,           0.0010108,           0.0010108
                 229,            0.020818,            0.029853,           0.0045569,             0.97179,             0.97543,             0.97908,             0.75121,            0.022374,            0.033714,            0.003072,           0.0009712,           0.0009712,           0.0009712
                 230,            0.021023,            0.030173,            0.004664,             0.97324,             0.97585,             0.98023,             0.75156,             0.02239,            0.033531,           0.0030584,           0.0009316,           0.0009316,           0.0009316
                 231,            0.020893,            0.030358,           0.0047762,             0.97039,             0.98005,             0.97951,             0.75336,            0.022479,            0.033648,             0.00308,            0.000892,            0.000892,            0.000892
                 232,            0.020979,            0.030686,            0.004589,             0.97011,             0.97958,             0.97904,             0.75356,            0.022449,            0.033501,            0.003025,           0.0008524,           0.0008524,           0.0008524
                 233,            0.020856,             0.03069,           0.0046348,             0.97226,             0.97599,             0.97897,             0.75216,            0.022345,             0.03371,           0.0030239,           0.0008128,           0.0008128,           0.0008128
                 234,            0.021033,            0.031279,           0.0048193,              0.9713,             0.97578,             0.97907,             0.75084,            0.022525,            0.033905,           0.0030262,           0.0007732,           0.0007732,           0.0007732
                 235,             0.02078,            0.030793,            0.004718,             0.97164,             0.97677,              0.9795,             0.74946,            0.022555,            0.034008,           0.0030344,           0.0007336,           0.0007336,           0.0007336
                 236,            0.020684,            0.029936,           0.0045483,             0.96883,             0.97563,             0.97972,               0.748,            0.022568,            0.034153,           0.0031021,            0.000694,            0.000694,            0.000694
                 237,            0.021084,             0.03045,           0.0048557,             0.96898,             0.97749,             0.97938,             0.74866,            0.022537,            0.033844,           0.0031017,           0.0006544,           0.0006544,           0.0006544
                 238,            0.020854,            0.030981,           0.0046805,             0.96912,             0.97179,             0.97794,             0.75069,            0.022585,            0.033829,           0.0031253,           0.0006148,           0.0006148,           0.0006148
                 239,            0.020776,            0.030378,           0.0046293,              0.9729,             0.97363,             0.97789,             0.74889,             0.02246,            0.033974,           0.0030975,           0.0005752,           0.0005752,           0.0005752
                 240,            0.020355,            0.028907,           0.0043374,             0.97176,             0.97802,             0.97943,             0.75416,            0.022353,            0.034039,           0.0030894,           0.0005356,           0.0005356,           0.0005356
                 241,            0.021053,            0.030538,           0.0048089,             0.97188,             0.97578,             0.97957,              0.7544,            0.022403,            0.034119,           0.0030971,            0.000496,            0.000496,            0.000496
                 242,            0.020751,            0.030837,           0.0046668,             0.97002,             0.97769,             0.97942,             0.75511,            0.022417,            0.034088,           0.0031028,           0.0004564,           0.0004564,           0.0004564
                 243,            0.021193,            0.031317,           0.0049694,             0.97146,             0.97572,             0.97925,             0.75069,            0.022418,            0.033957,             0.00311,           0.0004168,           0.0004168,           0.0004168
                 244,            0.020394,            0.029476,           0.0045257,             0.96939,             0.97932,             0.97933,             0.75278,            0.022313,            0.033867,           0.0030937,           0.0003772,           0.0003772,           0.0003772
                 245,            0.020615,            0.030272,           0.0046589,             0.96926,             0.98012,             0.97929,             0.75145,            0.022381,            0.033957,           0.0030838,           0.0003376,           0.0003376,           0.0003376
                 246,            0.020793,             0.03056,            0.004689,             0.97151,             0.98054,             0.97936,             0.75089,            0.022513,            0.034134,           0.0030749,            0.000298,            0.000298,            0.000298
                 247,            0.020814,             0.03096,           0.0048982,             0.97106,              0.9809,             0.97996,             0.75086,            0.022502,             0.03418,           0.0030781,           0.0002584,           0.0002584,           0.0002584
                 248,            0.020664,            0.029586,           0.0045615,             0.97007,             0.98034,             0.97951,              0.7518,            0.022467,            0.034077,           0.0030972,           0.0002188,           0.0002188,           0.0002188
                 249,            0.020682,             0.02925,           0.0047063,             0.96835,             0.97861,             0.97945,             0.75181,            0.022457,            0.033997,           0.0031036,           0.0001792,           0.0001792,           0.0001792
