               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,             0.01283,           0.0070528,                   0,             0.96642,             0.89966,             0.98179,             0.83691,            0.011203,           0.0031706,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,            0.014228,           0.0072474,                   0,             0.90884,             0.96875,             0.98265,             0.84113,           0.0096464,             0.00307,                   0,            0.002872,            0.002872,            0.002872
                 146,            0.011458,           0.0069167,                   0,             0.93173,              0.9375,             0.97963,             0.84614,             0.00924,           0.0030189,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,            0.014313,            0.007127,                   0,             0.93324,              0.9375,             0.97808,             0.83819,           0.0095615,            0.003075,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.014737,           0.0073001,                   0,             0.92656,                   1,             0.98571,             0.87499,           0.0092689,           0.0027921,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,            0.013739,           0.0073564,                   0,             0.96774,              0.9375,             0.98761,             0.85249,           0.0099601,           0.0028164,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.013379,           0.0068941,                   0,             0.96657,             0.90373,             0.97926,             0.84747,            0.011093,           0.0029759,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.013174,            0.007163,                   0,              0.9666,             0.90453,              0.9793,             0.85645,            0.011335,           0.0030323,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.014594,           0.0072147,                   0,              0.9355,             0.90653,             0.97626,             0.85114,            0.011148,           0.0031392,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,            0.013897,           0.0072382,                   0,             0.95818,              0.9375,             0.96808,               0.852,            0.013359,           0.0031585,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.012191,           0.0067619,                   0,             0.93619,              0.9375,             0.95689,             0.83333,             0.01602,            0.003274,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.011866,           0.0074382,                   0,             0.91055,              0.9545,             0.96069,             0.84096,            0.015579,           0.0030482,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.012934,           0.0076191,                   0,             0.91168,             0.96875,             0.96424,             0.85402,             0.01544,           0.0029911,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.013023,           0.0077989,                   0,             0.93371,             0.96875,             0.96181,             0.83741,            0.012683,           0.0029858,                   0,            0.002278,            0.002278,            0.002278
                 158,            0.014522,           0.0080153,                   0,             0.96347,              0.9375,             0.98489,             0.86153,            0.011556,           0.0028829,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.014764,            0.006796,                   0,             0.96765,             0.93497,             0.96319,             0.83756,            0.013071,           0.0029295,                   0,            0.002179,            0.002179,            0.002179
                 160,            0.012656,           0.0069382,                   0,             0.93386,              0.9375,              0.9591,             0.83832,            0.012944,           0.0030488,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,            0.013022,           0.0070074,                   0,             0.93693,              0.9375,             0.96274,             0.83472,            0.012593,           0.0031312,                   0,             0.00208,             0.00208,             0.00208
